Overledene-Voornaam,Aantal
Joannamy,1
Joanne,152
Joannea,2
Joanneke,1
Joanneken,3
Joannem,73
Joannemaria,1
Joannemarie,4
Joannemie,3
Joannes,126849
JoŠnnes,2
Joannes-,1
Joannes(?),1
Joannes(2),1
Joannes(gem),2
Joannes(onw),1
Joannes?,3
Joannes-Baptista,4
Joannes-Cornelius,1
Joannesdr,4
Joannes-Francis,1
Joannes-Franciscus,1
Joannes-Fransis,1
Joannes-Fredericus,1
Joannes-Henricus,1
Joannes-Jacobus,1
Joanneske,2
Joannesn,1
Joannes-Nicolaus,1
Joanness,2
Joannes-Theodorus,1
Joannes-Wilhelmus,1
Joanneszn,4
Joannet,2
Joannetta,2
Joanni,8
Joannia,1
Joannie,2
Joannies,3
Joannii,1
Joannis,2299
JOannis,1
Joannis?,1
Joannis-Peeter,1
Joannmes,4
Joannna,7
Joannnes,6
Joanns,3
Joannula,3
Joannum,2
Joannus,202
Joanny,4
Joanulla,1
Joanus,1
Joaquin,1
Joas,3
Joasephus,1
Job,193
Joba,3
Jobannes,2
Jobbiena,1
Jobbina,2
Jobije,1
Jobijntgen,1
Jobina,16
Jobje,7
Jobke,1
Jobken,5
Jobst,2
Jobus,3
Joc,1
Jocabus,1
Jocamina,3
Jocbus,1
Jocchem,3
Jocchim,1
Jocchum,8
Jocgum,1
Jochaim,2
Jochamina,2
Jocheim,4
Jochem,128
Jochemijn,1
Jochemijna,1
Jochemina,4
Jochemke,1
Jochemus,1
Jochen,1
Jochgem,1
Jochiem,4
Jochim,21
Jochima,1
Jochimis,1
Jochimus,14
Jochina,4
Jochom,2
Jochomia,1
Jochomina,1
Jochum,35
Jochym,1
Jockamijn,2
Jockamina,2
Jockemeijn,1
Jockemijn,6
Jockemijntje,1
Jockemina,1
Jockkemien,1
Jockomijn,1
Jockomyn,1
Jockske,1
Jocob,4
Jocoba,7
Jocobina,1
Jocobus,18
Jocodus,1
Jocomeijn,1
Jocomijn,1
Jocomijna,2
Jocomina,15
Jocumina,6
Jodina,1
Jodoca,32
Jodoci,1
Jodocia,1
Jodocus,159
Jodokus,6
Joe,2
Joechem,2
Joechgem,1
Joeke,2
Joel,5
Jo‘l,4
Joellina,1
Joene,1
Joennes,4
Joeph,1
Joephus,2
Joerijn,1
Joes,1708
Jo‘s,1
Joes:,1
Joes?,1
Joesephus,1
Joesines,1
Joesken,2
Joesph,1
Joespha,1
Joesphina,1
Joesphus,1
Joest,20
Joestien,2
Joestinus,1
Joesynken,1
Joetie,1
Joetje,1
Joffer,1
Jogchem,3
Jogchum,1
Jogem,1
Joggem,3
Joghem,6
Jogidis,1
Jogje,1
Jogomina,1
Joh,49
Joh(anne)s,1
Joh:,1
Joha,3
Johaan,2
Johaana,1
Johaanna,1
Johaen,2
Johama,1
Johames,1
Johamma,1
Johan,5272
Johana,72
Johanaa,1
Johanan,1
Johananes,2
Johanc,1
Johane,10
Johanens,5
Johanes,61
Johanetta,2
Johanhannis,1
Johani,1
Johania,1
Johanis,14
Johanje,1
Johan-Leonart,1
Johann,725
Johanna,141182
Johannaa,4
JohannaAlexandrina,1
JohannaCornelia,1
Johannae,1
Johanna-Elisabeth,1
Johannaes,2
Johanna-Hendrik,1
Johannais,1
Johanna-Johannis,1
Johannam,1
JohannaMaria,42
Johanna-Maria,2
Johannamarie,1
Johannamariea,1
JohannaN,1
Johannan,1
Johannas,1
Johanne,53
Johannea,2
Johanneas,1
Johannee,1
Johannees,1
Johanneke,10
Johanneken,1
Johannemaria,1
Johannemi,1
Johannemie,2
Johannen,2
Johannes,144097
Johannes-,1
Johannes(Jois),1
Johannes1,1
Johannesa,1
JohannesGerardus,1
Johanneske,2
JohannesMarinus,1
JohannesMartinus,1
Johanness,1
JohannesTheod,1
Johannetha,3
Johannetta,5
Johannette,2
Johannews,1
Johanni,3
Johannies,2
Johannio,1
Johannis,8193
ohannis,1
Johannis-Baltus,1
Johannis-Steven,1
Johannna,10
Johannnes,7
Johanno,1
Johanns,16
Johannse,1
Johannus,1165
Johannws,1
Johans,3
Johanus,12
Johasia,2
Johasnnes,1
Johem,1
Johes,1
Johhannes,2
Johijs,1
Johjannes,1
John,57
Johna,1
Johnana,1
Johnanes,2
Johnanna,1
Johnannes,1
Johne,1
Johni,1
Johnna,13
Johnnes,10
Johnny,1
Johnstone,1
Johnus,1
Johny,3
Johonnes,1
Joia,1
Joij,2
Joijes,1
Joima,1
Joirdanus,1
Jois,96
Joise,1
Joisen,1
Joist,2
Joistus,1
Jojannes,1
Joke,5
Jokemijn,1
Jokemina,1
Jokkemijn,3
Jokkemina,1
Jokkomijna,1
Jokomina,1
Jol,1
Jolan,1
Jolanda,8
Jolande,2
Jolandus,2
Jolijne,2
Jolijnten,1
Jolijs,1
Jolina,1
Jolmer,1
Jolte,1
Jona,9
Jonadab,1
Jonae,1
Jonaes,2
Jonas,63
Jonathan,4
Jonckhans,1
Jongen,1
Jonia,1
Jonkhans,1
Jonkje,1
Jonkkijna,1
Jonna,6
Jonnahs,1
Jonnes,3
Jonnna,1
Jons,1
Jooannes,1
Joogcem,2
Joohaanes,1
Joohana,3
Joohanaa,1
Joohanes,7
Joohanies,4
Joohanis,1
Joohannaa,1
Joohannes,1
Joonna,1
Joops,1
Joor,3
Joordanus,7
Joorde,4
Joorden,20
Joordina,4
Joores,1
Joorijs,3
Jooris,22
Joorissen,1
Joorken,1
Joortje,1
Joorus,1
Jooryntken,1
Joos,95
Joos(t),1
Joosen,1
Joosep,1
Jooseph,2
Joosie,1
Joosije,1
Joosijen,1
Joosijn,1
Joosijntien,1
Joosijntje,2
Joosina,1
Joosje,16
Joosken,9
Joossep,1
Joossien,1
Joossina,1
Joossyngen,1
Joost,2622
Joostavus,1
Joostdina,10
Joosten,10
Joostgen,6
Joostie,3
Joostien,9
Joostiena,2
Joostienes,1
Joostijen,2
Joostina,70
Joostine,10
Joostines,1
Joostinus,38
Joostje,29
Joostjen,13
Joostken,15
Joostthienus,1
Jooswina,1
Joozeph,1
Jop,16
Jop?,1
Jopannna,1
Jophannes,1
Jophia,3
Jopjen,1
Jopke,1
Jopken,1
Joppa,4
Joppe,3
Joppina,7
Jopsephina,1
Joquemina,1
Jorda,1
Jordaan,1
Jordaen,4
Jordamis,1
Jordana,4
Jordanas,1
Jordanis,12
Jordannus,1
Jordanum,1
Jordanus,383
Jorde,1
Jorden,22
Jordina,60
Joreines,1
Jores,8
Joresina,1
Jorg,4
Jšrg,1
Jorgen,3
Jšrgen,5
Jorgia,1
Joriaen,1
Jorianus,1
Jorick,2
Jorie,1
Jorien,6
Jorijn,1
Jorijna,8
Jorijnna,1
Jorijnneken,1
Jorijntgen,1
Jorijntjen,3
Jorijs,2
Jorina,7
Jorine,2
Jorinus,2
Joris,476
Joriske,1
Jorisken,4
Jorissie,1
Jorken,1
Jormies,1
Jorrich,1
Jorrie,1
Jšrrien,1
Jorris,2
Jorrit,1
Jorus,16
Jos,2
JosÜas,1
Josa,1
Josanna,1
Josaphina,1
Josdeph,1
JosŽ,16
Jose,4
Josef,133
Josefa,8
Josefes,1
Joseffina,1
Josefie,1
Josefiena,1
Josefina,23
Josefine,3
Josefs,1
Josefus,14
Josehina,1
Josehphus,1
Joseijn,4
Joseijnten,1
Joseijntie,1
Joseina,9
Joseintje,1
Joselijn,2
Josena,1
Joseoh,1
Joseohus,1
Josep,52
Joseph,4216
Josepha,657
Josephe,5
Josephes,2
Josepheus,3
Josephf,1
Josephi,36
Josephia,6
Josephie,1
Josephien,5
Josephiena,5
Josephijn,1
Josephina,2854
Josephine,202
JosŽphine,1
Josephinia,1
Josephins,1
Josephinus,2
Josephio,1
Josephius,6
Josephn,1
Josephna,1
Josephu,1
Josephum,5
Josephus,14483
JosephusJacobus,1
Josephuss,1
Josephz,1
Josepina,2
Josepjina,1
Josepsus,2
Josepus,9
Josetta,2
Josette,1
Joseva,1
Joseves,1
Josevis,1
Josewe,1
Josewiena,2
Josewienes,3
Josewina,3
Josewinus,1
Joseyntie,1
Josia,2
Josias,25
Josien,4
Josiena,36
Josientje,1
Josienus,1
Josijas,2
Josijn,191
Josijna,367
Josijne,10
Josijneken,1
Josijnke,1
Josijnken,11
Josijnna,1
Josijntge,2
Josijntgen,10
Josijntghen,2
Josijntgie,1
Josijntie,5
Josijntien,11
Josijntijen,1
Josijntje,62
Josijntjen,19
Josijntke,1
Josijntken,3
Josina,3489
Josine,53
Josini,3
Josinna,4
Josintchen,1
Josintjen,1
Josinus,26
Josiphina,1
Josken,2
Josofina,1
Josophia,1
Josophien,1
Josopina,5
Josowina,1
Jospeh,9
Jospeha,1
Jospehina,5
Jospehus,21
Jospephus,1
Josph,2
Josphef,1
Josphina,4
Josphus,6
Joss,2
Josse,14
Jossie,1
Jossijna,1
Jossina,3
Jost,45
Josten,1
Jostie,2
Jostien,1
Jostijen,2
Jostijn,1
Jostina,18
Jostinus,5
Jostken,1
Joststena,1
Josua,51
Josuas,1
Josue,2
Josuien,1
Josuina,14
Josu•na,1
Josuinus,2
Josuwina,1
Joswina,4
Josyas,1
Josyn,95
Josyna,65
Josyne,5
Josynken,2
Josyntgen,4
Josyntie,1
Josyntien,3
Josyntje,9
Josyntjen,1
Josyntken,1
Josyntyn,1
Jouckjen,1
Joucxke,1
Jouke,5
Joukje,8
Jourian,1
Jourica,1
Jous,2
Joustus,1
Jousz,1
Jovardina,1
Jovina,1
Joyce,1
Jozanna,1
Jozea,1
Jozef,672
Jozefa,8
Jozeff,1
Jozefien,1
Jozefina,22
Jozefis,1
Jozefus,18
Jozeijn,1
Jozep,3
Jozeph,97
Jozepha,21
Jozephina,44
Jozephine,1
Jozephius,1
Jozephus,331
Jozera,1
Jozes,1
Jozette,1
Jozeva,1
Jozias,10
Jozica,1
Joziena,22
Joziene,1
Jozijn,26
Jozijna,30
Jozijnke,1
Jozijnna,1
Jozijntie,1
Jozijntje,7
Jozina,233
Jozine,3
Jozinna,1
Jozinus,9
J—zsef,1
Jozua,28
Jozyn,15
Jozyna,2
Jphanna,1
Jphannes,3
Jpohannes,1
Jpzef,1
Jscobus,1
Jsephina,1
Jua,1
Juan,2
Jubata,1
Jubina,1
Jucasius,1
JUcerti,1
Jucia,1
Jucik,1
Juckemijn,1
Juckemin,1
Juckske,1
Jucxken,1
Juda,8
Judach,1
Judacum,1
Judaea,1
Judas,1
Judcoa,1
Judek,1
Juderich,1
Judeta,1
Judgen,1
Judi,1
Judiana,1
Judic,20
Judica,7
Judich,38
Judicht,5
Judicina,1
Judicje,1
Judick,62
Judicq,1
Judict,1
Judicus,1
Judid,1
Judidt,1
Judie,3
Judiek,3
Judieth,1
Judig,2
Judigh,11
Judih,1
Judiht,2
Judijt,1
Judik,92
Judika,2
Judikje,1
Judilia,1
Judina,14
Judit,49
Judita,5
Judith,1341
Juditha,64
Juditham,1
Judithe,2
Judithtje,2
Juditta,3
Judittha,2
Judoc,1
Judoca,1055
Judoca/Judocus?,1
Judoce,1
Judochus,1
Judoci,32
Judocque,1
Judocs,1
Judocuis,1
Judocus,4198
Judocuszn,1
Judoeus,1
Judoka,5
Judokus,17
Judone,1
Judoque,10
Judorus,1
Judovinus,1
Judth,1
Judtih,3
Judtsia,1
Jueckemin,1
Juerien,1
Juerij,2
Juerije,1
Juestus,2
Juetha,1
Juetke,1
Juetken,3
Juetkien,1
Juexken,1
Juffer,3
Juffrouw,81
Juhardus,1
Juirin,1
Juit,1
Jukamina,1
Juke,1
Jukemijn,2
Jukemina,1
Julde,1
Jule,2
Juleij,1
Jules,64
Juletta,1
Juli,1
Julia,329
Juliaan,1
Juliaen,1
Juliaene,1
Julian,1
Juliana,281
Julianna,3
Julianne,1
Julianus,113
Julie,42
Juliemijntje,1
Julien,36
JuliŽn,1
Juli‘n,1
Julienne,11
Julietta,2
Juliette,9
Julieus,2
Julij,2
Julima,1
Julio,1
Julis,2
Julius,190
Julle,1
Julliam,1
Jullien,1
Jullienne,1
Julma,1
Julus,2
Junior,1
Junita,1
Junke,1
Juo,1
Juozas,1
Jur,1
Jureina,1
Juren,1
Jurg,3
Jurge,1
Jurgen,26
JŸrgen,2
Jurgie,2
Jurgien,1
Jurginia,1
Juri,3
Juriaan,14
Juriaana,3
Juriaantie,1
Juriaantje,1
Juriaanus,2
Juriaen,4
Juriana,12
Juriane,1
Jurianus,12
Jurie,8
Jurien,30
Jurig,1
JŸrig,1
Jurij,1
Jurijen,2
Jurijn,2
Jurijntie,1
Jurina,5
Jurinken,1
Juris,1
Jurius,2
Jurjaan,1
Jurjanus,2
Jurje,4
Jurjen,14
Jurphaas,4
Jurreje,1
Jurri,1
Jurriaan,13
Jurriaen,3
Jurriana,16
Jurrianus,23
Jurrie,14
Jurrieje,1
Jurrien,50
Jurri‘n,3
JŸrrig,1
Jurrige,1
Jurrije,1
Jurrijen,1
Jurrinus,1
Jurris,1
Jurritz,1
Jurrius,1
Jursen,1
Jusen,1
Jusijn,2
Jusijna,5
Jusijntije,2
Jusina,7
Jusinus,2
Jusitina,2
Jusrinus,1
Jusser,2
Jussia,3
Jusstina,1
Just,7
Justa,39
Justaaf,2
Juste,4
Justena,1
Justi(nus),1
Justianus,1
Justien,5
Justiena,1
Justijna,1
Justin,7
Justina,1322
Justine,22
Justinia,1
Justiniana,1
Justinianus,1
Justinier,1
Justinis,1
Justinus,629
Justitianus,1
Justius,1
Justona,1
Justunis,1
Justus,174
Jut,5
Juta,1
Jutgen,3
Juthe,1
Jutien,1
Jutije,1
Jutijen,1
Jutje,1
Jutjen,2
Jutken,11
Jutta,5
Jutte,1
Juttgien,1
Juttina,1
Jutus,1
Juustinus,1
Juva,2
Juvenis,1
Juwen,1
Juxke,1
Juxken,2
Juxs,1
Juydig,1
Juzijn,1
Juzina,1
Jzoef,1
Ka,1
Kaarel,1
Kaarl,1
Kaas,1
Kaat,37
Kaatie,9
Kaatien,1
Kaatije,3
Kaatje,241
Kaatjen,9
Kaatlein,1
Kaatlijn,7
Kaatrien,1
Kaatriena,1
Kacobs,1
Kaeijn,1
Kaerel,1
Kaet,6
Kaetje,10
Kaetlijn,4
Kalrijn,1
Kambertus,1
Kamiel,2
Kamil,1
Kanut,1
Kar,1
Kardjo,1
Karek,1
Karel,1898
Karelina,1
Karellina,1
Karen,1
Karicien,1
Karij,1
Karijn,2
Karin,3
Karina,1
Karinus,3
Karl,37
Karla,2
Karlina,2
Karol,1
Karoliena,1
Karolij,2
Karolina,30
Karoline,5
Karolis,1
Karolus,26
K‡roly,1
Karsiena,1
Karste,1
Kas,1
Kaspaer,1
Kaspaert,1
Kaspar,19
Kasparina,1
Kasparus,6
Kasper,52
Kasperdientje,1
Kaspert,4
Kassie,1
Kata,1
Kataleintje,1
Katalijn,26
Katalijna,7
Katalijntje,2
Katalina,2
Katarian,1
Katarien,3
Katarijna,2
Katarin,2
Katarina,124
Katarinna,2
Katarinus,2
Kataruna,1
Kateleijn,4
Kateleijntie,1
Kateleintje,1
Katelijn,68
Katelijna,7
Katelijntje,1
Katelin,1
Katelina,1
Katelintgen,1
Katelle,1
Katelyn,7
Katemieke,1
Kateriin,1
Katerin,1
Katerina,2
Kathalijn,6
Kathalijntke,1
Kathalina,1
Katharia,1
Katharien,16
Kathariena,1
Katharijn,5
Katharijna,8
Katharin,1
Katharina,562
Katharine,1
Katharinus,2
Katharyn,1
Katheijna,1
Kathelijn,3
Katherina,1
Katherine,1
Kathijn,1
Kathinka,2
Kathlintken,1
Kathlyne,40
Kathlyntken,5
Katholijn,1
Kathrien,1
Kathrijn,1
Kathrijna,2
Kathrijne,1
Kathrina,3
Kathrinna,1
Kathryne,1
Kathtlyne,1
Katie,5
Katij,1
Katije,1
Katje,4
Katlijn,1
Katlijna,1
Katlyn,1
Kato,5
Katolijn,10
Katopina,1
Katrien,41
Katriena,22
Katrijn,23
Katrijna,15
Katrijne,1
Katrijnna,1
Katrin,5
Katrina,138
Katrinna,3
Katryn,1
Katteleijntje,1
Kattelien,1
Kattelijn,1
Kattelijna,1
Kattelin,1
Katterien,1
Katterina,1
Kattharina,2
Kattriena,1
Katy,1
Kazimierz,3
Kea,2
KeŠ,1
Keeij,1
Keeija,1
Keeijke,1
Keerst,1
Kees,37
Keetje,7
Keijzer,1
Keiltje,1
Keimen,1
Keimpe,4
Keke,1
Kekie,1
Kemisius,1
Kenath,1
Keniertgen,1
Kennat,1
Kennet,1
Kenneth,1
Kerel,1
Kerijneke,1
Kernelia,1
Kersje,2
Kerst,14
Kerste,4
Kersten,15
Kerstens,1
Kerstiaen,1
Kerstien,3
Kerstijn,1
Kerstje,1
Kerstjen,3
Keteleijn,1
Ketij,1
Ketius,1
Keun,2
Keuna,1
Keundert,1
Keunties,1
Keuntje,10
Keuntjen,4
Keurina,1
Keyke,1
Khristoffer,1
Kier,3
Kijrinus,1
Kilianus,4
Kilje,1
Kim,1
Kind,21841
Kind(arm),1
Kind(bastaard),2
Kind(onecht),2
Kingma,1
Kis,3
Kittij,3
Kitty,1
Kjohannes,1
Klaar,2
Klaara,2
Klaartje,25
Klaas,593
Klaasien,1
Klaasientje,1
Klaasijn,1
Klaasina,6
Klaasje,29
Klaaske,17
Klaasken,3
Klaassens,1
Klaassien,2
Klaassiena,2
Klaassijn,2
Klaassina,1
Klaastina,2
Klaasyne,1
Klaazinus,2
Klaer,2
Klaerke,1
Klaerken,3
Klaertgen,1
Klaertie,1
Klaes,95
Klaesijnna,1
Klaesje,1
Klaeske,5
Klaesken,7
Klaessijn,1
Klaesyna,1
Klalijntje,1
Klara,157
Klare,2
Klarina,2
Klarinus,1
Klarus,2
Klas,2
Klasdina,1
Klase,1
Klasien,2
Klasiena,2
Klasientie,1
Klasientje,1
Klasiin,1
Klasijn,3
Klasijna,12
Klasijnaa,1
Klasijntie,2
Klasijntje,1
Klasin,1
Klasina,209
Klaske,4
Klasyna,2
Klaus,3
Klauwaert,1
Klaz,2
Klazeina,2
Klazeintje,1
Klaziena,13
Klazijna,5
Klazina,240
Klazinus,16
Klazyna,1
Kleijn,3
Kleijs,1
Klein,3
Kleinkind,10
Kleisie,2
Kleisina,1
Kleisje,1
Klemens,1
Klement,1
Klemmet,1
Klesino,1
Kleus,13
Kleuske,6
Klijs,1
Klizina,1
Klosijna,1
Klosina,2
Klouske,1
Klouwerdina,2
Klouwersiena,1
Klouwert,13
Klouwerzina,1
Klues,1
Klueske,1
Kluske,1
Knd,2
Knecht,5
Knelia,2
Knelie,1
Knelis,3
Kniertje,1
Kniertjen,1
Knieva,2
Kniva,2
Ko,1
Koan,1
Koanna,1
Koannes,1
Koba,19
Kobake,1
Kobes,4
Kobis,4
Kobus,32
Koebes,1
Koen,5
Koendert,1
Koeno,1
Koenraad,141
Koenraadt,2
Koenraat,11
Koenradus,7
Koenraed,2
Koenraedt,1
Koenraet,7
Koenrardus,1
Koernelia,1
Koernelies,8
Koernelis,1
Koernlies,1
Koerstienten,1
Koert,6
Kohannes,2
Koijale,1
Koletta,1
Kommarina,1
Kommer,61
Kommereijn,3
Kommeriena,2
Kommerientje,1
Kommerijn,1
Kommerijna,2
Kommerijntje,2
Kommerina,23
Kommerke,3
Kommerken,1
Kommertie,1
Kommertje,17
Konrad,3
Konraet,1
Konstantia,2
Konstantijn,1
Konstantinus,6
Koob,1
Koorstjen,1
Koos,10
Koosje,29
Koppel,1
Korelina,1
Kori,1
Korina,3
Korinus,1
Korlina,2
Kormelis,1
Korneelia,1
Korneelis,3
Kornel,1
Korneles,3
Korneli,70
Kornelia,577
Kornelie,8
Kornelies,3
Kornelij,2
Kornelis,1272
Kornelise,1
Kornelisje,1
Kornelius,7
Kornelus,55
Kornlies,1
Korrijn,1
Kors,7
Korsaen,2
Korsje,1
Korsselis,1
Korst,15
Korstaan,1
Korsteijan,1
Korstia,1
Korstiaan,85
Korstiaan?,1
Korstiaen,47
Korstiaentje,4
Korstian,2
Korstiana,5
Korstianus,6
Korstiena,1
Korstijaen,1
Korstina,1
Korstinaan,1
Korstiyaen,1
Korstjaan,3
Korstjaen,1
Kortiaan,2
Korts,2
Kosephus,1
Kostas,1
Kostiaan,1
Kostians,1
Kourt,1
Kraamkind,135
Kraamkindje,3
Kraankind,3
Krajewski,1
Kreijn,10
Kreijna,1
Kreijneke,2
Kreintje,2
Krelia,1
Krenten,1
Kreszentia,1
Kreyn,1
Krien,3
Kriena,2
Krienis,2
Kriestiaan,1
Kriestina,1
Krijn,167
Krijna,29
Krijncken,1
Krijndert,1
Krijne,5
Krijneke,3
Krijneken,3
Krijnen,2
Krijnken,1
Krijnske,1
Krijntge,1
Krijntgen,1
Krijntie,2
Krijntien,1
Krijntje,22
Krina,23
Kriskegen,1
Krisstoffel,1
Krist,2
Kristeijaen,1
Kristiaan,117
Kristiaen,11
Kristian,1
Kristianus,17
Kristien,20
Kristiena,2
Kristienje,1
Kristijn,2
Kristijna,1
Kristin,1
Kristina,51
Kristoffel,5
Kristoph,1
Kryna,1
Kryntje,1
Kues,1
Kuijna,1
Kuijnder,6
Kuijnderd,3
Kuijndert,28
Kuijndertje,1
Kuijnier,1
Kuijnira,3
Kuijntje,5
Kuin,1
Kuina,4
Kuinder,2
Kuinderd,1
Kuinderke,4
Kuindert,45
Kuindertje,13
Kuine,1
Kuiniera,2
Kuinierken,1
Kuinira,26
Kuintje,19
Kunder,1
Kunderke,10
Kundert,2
Kundra,3
Kunegunda,1
Kunegunde,1
Kunera,2
Kunibertus,1
Kuniertie,1
Kunigonda,1
Kunigunda,2
Kunigunde,1
Kunira,1
Kuno,1
Kunydis,1
Kurijn,1
Kurt,6
Kusten,1
Kuyndert,2
Kuyntje,1
Kwirinus,2
La(m)bertus,1
La(mbertus),1
Laambertus,1
Laamert,1
Laan,2
Laane,1
Laantje,1
Laarens,1
Laauw,1
Laauwrens,1
Laban,3
Laberdienna,1
Laberdina,5
Laberina,1
Labertus,3
Labina,14
Labinus,1
Labrand,1
Ladien,1
Laembercht,1
Laembrecht,5
Laemert,4
Laems,1
Laen,2
Laenart,1
Laentje,2
Laeres,1
Laerken,1
Laert,1
Laeureijs,2
Laeureis,1
Laeurens,1
Laeuwerens,6
Laila,1
Lam,3
Lamabertus,2
Lamb(ertus),2
Lamb,2
Lambaert,1
Lambardina,3
Lambart,30
Lambarta,2
Lambartha,1
Lambartus,18
Lambe,1
Lambecht,1
Lambedina,1
Lamber,3
Lamber(t),1
Lamberbida,1
Lambercht,1
Lamberd,11
Lamberdiba,1
Lamberdien,203
Lamberdiena,122
Lamberdiene,2
Lamberdienna,1
Lamberdiens,1
Lamberdijn,1
Lamberdijna,2
Lamberdin,3
Lamberdina,2597
Lamberdine,35
Lamberdinena,1
Lamberecht,2
Lamberegt,8
Lamberien,1
Lambert,2114
Lamberta,2573
Lambertdiena,2
Lambertdina,2
Lamberte,1
Lamberten,2
Lambertes,2
Lamberth,3
Lambertha,258
Lamberthus,11
Lamberti,34
Lambertie,9
Lambertien,3
Lambertijen,2
Lambertijn,1
Lambertijne,1
Lambertijntien,1
Lambertin,1
Lambertina,196
Lambertine,2
Lambertinna,1
Lambertinus,3
Lambertis,1
Lambertius,1
Lambertje,23
Lambertjen,9
Lambertken,1
Lambertrus,3
Lamberts,8
Lambertsu,1
Lamberttus,1
Lambertud,1
Lambertum,5
Lambertus,20888
Lambertus?,1
Lambertusjohannes,1
Lambertus-L,1
Lamberus,3
Lambeta,1
Lambetisi,1
Lambetje(?),1
Lambetra,1
Lamboi,1
Lamboij,1
Lambrecht,159
Lambrechtje,1
Lambrechts,1
Lambreght,8
Lambregs,1
Lambregt,98
Lambregtjen,2
Lamdberdina,1
Lamdina,1
Lamechien,1
Lamerd,1
Lamerdien,4
Lamerdiena,1
Lamerdina,12
Lamerra,1
Lamert,124
Lamertha,1
Lamertina,1
Lamertjen,7
Lamertus,2
Lames,1
Lamina,1
Lamkje,1
Lammderd,1
Lammechien,6
Lammegien,2
Lammegijn,1
Lammeke,1
Lammer,1
Lammerdien,28
Lammerdiena,5
Lammerdijna,2
Lammerdijntie,1
Lammerdina,18
Lammerdinna,1
Lammers,2
Lammert,265
Lammertie,3
Lammertien,2
Lammertje,47
Lammertjen,1
Lammetje,3
Lammige,1
Lammigina,1
Lammorael,1
Lamoraal,2
Lamorael,2
Lamoral,2
Lamvertus,1
Lan,3
Lana,1
Lanberdina,1
Lanbertus,7
Lancelot,1
Lancelottes,1
Lancelottus,5
Lancelotus,5
Landelinus,2
Landerijn,1
Landert,1
Landrada,1
Lanfrancus,1
Lanrentius,1
Lanselottus,1
Lanselotus,1
Lanslot,2
Lanslotius,2
Laonardus,1
Lapidoth,1
Lara,6
Larbertus,1
Larens,1
Larentius,2
Larijs,1
Larosse,1
Lasarus,1
Lasinem,1
Lasparis,1
Laszlo,1
Latharina,1
Lau(we)rens,1
Lau,1
Laudaerti,1
Laudien,4
Laudiena,6
Laudiina,1
Laudina,46
Laudrada,1
Lauenty,1
Lauerdin,1
Lauerdina,2
Laueren,1
Lauerens,2
Lauerentia,1
Lauerentius,17
Lauerijs,1
Laueris,1
Lauis,1
Lauisia,1
Lauke,2
Lauken,2
Laura,27
Laurans,1
Laurant,1
Laure,4
Laureijn,1
Laureijnken,1
Laureijns,17
Laureijnsius,1
Laureijnske,2
Laureijnsken,2
Laureijntgen,1
Laureijs,159
Laureijs?,1
Laureijsje,1
Laureijske,1
Laureijsken,8
Laureins,4
Laureis,16
Laureisje,1
Laureisken,1
Lauren,4
Laurence,4
Laurencia,1
Laurencius,9
Laurencus,1
Laurenius,3
Laurenria,1
Laurenrius,2
Laurens,1769
Laurense,3
Laurensia,2
Laurensina,1
Laurensius,7
Laurensje,2
Laurenske,24
Laurenske:adriaan,1
Laurensken,4
Laurensse,1
Laurent,91
Laurenti,21
Laurentia,585
Laurentiana,8
Laurentie,5
Laurentien,1
Laurentii,76
Laurentiius,2
Laurentina,5
Laurentins,2
Laurentinus,6
Laurentis,3
Laurentius,6629
Laurents,43
Laurentuis,3
Laurentus,3
Laurenty,44
Laurentys,1
Laurentz,6
Laurenus,1
Laurenz,1
Laures,1
Laurestina,1
Lauretius,2
Lauretny,1
Lauretta,1
Laureyns,3
Laureys,28
Laureyske,1
Laurien,3
Lauriena,2
Laurij,1
Laurijnken,1
Laurijns,8
Laurijntien,1
Laurijs,133
Laurijsien,3
Laurijsken,3
Laurijsse,1
Laurina,263
Laœrina,1
Laurine,5
Laurins,1
Laurintie,1
Laurinus,4
Lauris,11
Laurisken,1
Laurnetius,1
Laurntiius,1
Laurreijs,1
Lauruijs,1
Laurus,9
Laurys,16
Laus,1
Lausina,1
Lautrien,1
Lauverens,1
Lauvreijs,7
Lauvrens,2
Lauvrentius,1
Lauvrijs,9
Lauvrijsen,1
Lauw,2
Lauweerensken,1
Lauwels,1
Lauwerdien,1
Lauwereijns,1
Lauwereijs,27
Lauwereis,4
Lauweren,1
Lauwerencia,1
Lauwerenke,1
Lauwerens,110
Lauwerens(?),1
Lauwerensia,1
Lauwerensje,1
Lauwerenske,13
Lauwerentia,7
Lauwerentius,31
Lauwerents,2
Lauwereys,3
Lauwerien,2
Lauwerijn,1
Lauwerijna,1
Lauwerijnke,1
Lauwerijnken,1
Lauwerijntje,1
Lauwerijs,32
Lauwerijse,1
Lauwerijske,1
Lauwerina,39
Lauwerns,1
Lauwerus,1
Lauwies,5
Lauwijsken,2
Lauwis,2
Lauwiza,1
Lauwken,1
Lauwreijntie,1
Lauwreijs,7
Lauwreijsken,1
Lauwreis,1
Lauwrens,56
Lauwrenske,1
Lauwrensken,1
Lauwrent,2
Lauwrentia,2
Lauwrentius,9
Lauwreynske,1
Lauwrien,1
Lauwrijns,1
Lauwrijntje,1
Lauwrijs,4
Lauwrina,8
Lauwris,1
Lauwrys,1
Laveijntje,1
Laveneus,1
Lavenus,1
